candidate_id,category,basis,match_standard,brand,product,pack,record_uom,specs,annual_volume,same_product_confirmed,collected_on,data_source,notes,fnd_carried,fnd_sku,fnd_brand,fnd_price,fnd_uom,fnd_pack_coverage,fnd_promo_price,fnd_specs,fnd_url,hd_carried,hd_sku,hd_brand,hd_price,hd_uom,hd_pack_coverage,hd_promo_price,hd_specs,hd_url,lw_carried,lw_sku,lw_brand,lw_price,lw_uom,lw_pack_coverage,lw_promo_price,lw_specs,lw_url,mnd_carried,mnd_sku,mnd_brand,mnd_price,mnd_uom,mnd_pack_coverage,mnd_promo_price,mnd_specs,mnd_url,tsh_carried,tsh_sku,tsh_brand,tsh_price,tsh_uom,tsh_pack_coverage,tsh_promo_price,tsh_specs,tsh_url
F011,Luxury Vinyl Plank,sq_ft,spec_matched,,"Rigid core, cork back",,per_sq_ft,core=SPC;wear_layer_mil=20;thickness_mm=7.0;width_in=7;length_in=48;attached_pad=cork;install=click;waterproof=yes;look=oak,27236,,2026-09-10,seed_estimate,"record each retailer's own brand + actual specs; match the market position, not only the spec",y,FND-834805,NuCore,3.39,per_sq_ft,,,core=SPC;wear_layer_mil=20;thickness_mm=7.0;width_in=7;length_in=48;attached_pad=cork;install=click;waterproof=yes;look=oak,,y,HD-509788,LifeProof,3.69,per_sq_ft,,,core=SPC;wear_layer_mil=20;thickness_mm=7.0;width_in=7;length_in=48;attached_pad=cork;install=click;waterproof=yes;look=oak,,y,LW-122547,Style Selections,3.89,per_sq_ft,,,core=SPC;wear_layer_mil=20;thickness_mm=7.0;width_in=7;length_in=48;attached_pad=cork;install=click;waterproof=yes;look=oak,,y,MND-106984,Patrician,55.98,per_box,17.97,,core=SPC;wear_layer_mil=20;thickness_mm=7.0;width_in=7;length_in=48;attached_pad=cork;install=click;waterproof=yes;look=oak,,y,TSH-236746,Kismet,3.99,per_sq_ft,,,core=SPC;wear_layer_mil=15;thickness_mm=7.0;width_in=7;length_in=48;attached_pad=cork;install=click;waterproof=yes;look=oak,
F012,Luxury Vinyl Plank,sq_ft,spec_matched,,Rigid core tile format,,per_sq_ft,core=SPC;wear_layer_mil=20;thickness_mm=5.0;width_in=12;length_in=24;install=click;waterproof=yes;look=stone,25322,,2026-09-10,seed_estimate,"record each retailer's own brand + actual specs; match the market position, not only the spec",y,FND-207775,Salerno,2.39,per_sq_ft,,,core=SPC;wear_layer_mil=20;thickness_mm=5.0;width_in=12;length_in=24;install=click;waterproof=yes;look=stone,,y,HD-478104,LifeProof,59.98,per_case,22.32,50.98,core=SPC;wear_layer_mil=20;thickness_mm=5.0;width_in=12;length_in=24;install=click;waterproof=yes;look=stone,,n,,,,,,,,,y,MND-126962,Dakota,57.98,per_box,21.81,,core=SPC;wear_layer_mil=20;thickness_mm=5.0;width_in=12;length_in=24;install=click;waterproof=yes;look=stone,,y,TSH-855271,Rush River,2.59,per_sq_ft,,,core=SPC;wear_layer_mil=20;thickness_mm=5.0;width_in=12;length_in=24;install=click;waterproof=yes;look=stone,
F013,Luxury Vinyl Plank,sq_ft,spec_matched,,Entry waterproof wood look,,per_sq_ft,core=SPC;wear_layer_mil=12;thickness_mm=5.0;width_in=7;length_in=48;attached_pad=no;install=click;waterproof=yes;look=hickory,56266,,2026-09-10,seed_estimate,"record each retailer's own brand + actual specs; match the market position, not only the spec",y,FND-594130,AquaGuard,2.79,per_sq_ft,,,core=SPC;wear_layer_mil=12;thickness_mm=5.0;width_in=7;length_in=48;attached_pad=no;install=click;waterproof=yes;look=hickory,,y,HD-700486,Home Decorators Collection,2.89,per_sq_ft,,,core=SPC;wear_layer_mil=12;thickness_mm=5.0;width_in=7;length_in=48;attached_pad=no;install=click;waterproof=yes;look=hickory,,y,LW-891234,Style Selections,3.09,per_sq_ft,,,core=SPC;wear_layer_mil=12;thickness_mm=5.0;width_in=7;length_in=48;attached_pad=no;install=click;waterproof=yes;look=hickory,,y,MND-305026,Patrician,81.98,per_box,27.51,,core=SPC;wear_layer_mil=12;thickness_mm=5.0;width_in=7;length_in=48;attached_pad=no;install=click;waterproof=yes;look=hickory,,y,TSH-870722,Marmi,2.79,per_sq_ft,,,core=SPC;wear_layer_mil=12;thickness_mm=5.0;width_in=7;length_in=48;attached_pad=no;install=click;waterproof=yes;look=hickory,
F014,Luxury Vinyl Plank,sq_ft,spec_matched,,Long-plank premium,,per_sq_ft,core=SPC;wear_layer_mil=22;thickness_mm=6.5;width_in=7.2;length_in=72;attached_pad=yes;install=click;waterproof=yes;look=oak,36143,,2026-09-10,seed_estimate,"record each retailer's own brand + actual specs; match the market position, not only the spec",y,FND-748805,AquaGuard,4.19,per_sq_ft,,,core=SPC;wear_layer_mil=22;thickness_mm=6.5;width_in=7.2;length_in=72;attached_pad=yes;install=click;waterproof=yes;look=oak,,y,HD-309102,TrafficMaster,4.79,per_sq_ft,,,core=SPC;wear_layer_mil=22;thickness_mm=6.5;width_in=7.2;length_in=72;attached_pad=yes;install=click;waterproof=yes;look=oak,,y,LW-878626,Style Selections,4.29,per_sq_ft,,,core=SPC;wear_layer_mil=22;thickness_mm=6.5;width_in=7.2;length_in=72;attached_pad=yes;install=click;waterproof=yes;look=oak,,y,MND-780636,Tuscany,95.98,per_box,24.44,78.98,core=SPC;wear_layer_mil=22;thickness_mm=6.5;width_in=7.2;length_in=72;attached_pad=yes;install=click;waterproof=yes;look=oak,,y,TSH-264729,Marmi,4.59,per_sq_ft,,,core=SPC;wear_layer_mil=22;thickness_mm=6.5;width_in=7.2;length_in=72;attached_pad=yes;install=click;waterproof=yes;look=oak,
F015,Porcelain Tile,sq_ft,spec_matched,,Wood-look plank 6x36,,per_sq_ft,material=porcelain;size_in=6x36;finish_tile=matte;pei_rating=4;look=wood;rectified=no;thickness_mm=9,42449,,2026-09-10,seed_estimate,"record each retailer's own brand + actual specs; match the market position, not only the spec",y,FND-559238,AquaGuard,5.29,per_sq_ft,,,material=porcelain;size_in=6x36;finish_tile=matte;pei_rating=4;look=wood;rectified=no;thickness_mm=9,,y,HD-585444,Home Decorators Collection,5.19,per_sq_ft,,,material=porcelain;size_in=6x36;finish_tile=matte;pei_rating=4;look=wood;rectified=no;thickness_mm=9,,y,LW-912322,Style Selections,5.69,per_sq_ft,,,material=porcelain;size_in=6x36;finish_tile=matte;pei_rating=4;look=wood;rectified=no;thickness_mm=9,,y,MND-705820,Patrician,139.00,per_box,26.64,,material=porcelain;size_in=6x36;finish_tile=matte;pei_rating=4;look=wood;rectified=no;thickness_mm=9,,n,,,,,,,,
F016,Porcelain Tile,sq_ft,spec_matched,,Wood-look plank 8x48 rectified,,per_sq_ft,material=porcelain;size_in=8x48;finish_tile=matte;pei_rating=4;look=wood;rectified=yes;thickness_mm=9,70788,,2026-09-10,seed_estimate,"record each retailer's own brand + actual specs; match the market position, not only the spec",y,FND-766824,AquaGuard,4.59,per_sq_ft,,,material=porcelain;size_in=8x48;finish_tile=matte;pei_rating=4;look=wood;rectified=yes;thickness_mm=9,,y,HD-682539,LifeProof,81.98,per_case,16.19,66.98,material=porcelain;size_in=8x48;finish_tile=matte;pei_rating=4;look=wood;rectified=yes;thickness_mm=9,,y,LW-333161,SMARTCORE,4.89,per_sq_ft,,,material=porcelain;size_in=8x48;finish_tile=matte;pei_rating=4;look=wood;rectified=yes;thickness_mm=9,,y,MND-875437,Patrician,4.79,per_sq_ft,,,material=porcelain;size_in=8x48;finish_tile=matte;pei_rating=4;look=wood;rectified=yes;thickness_mm=9,,y,TSH-150425,Marmi,5.69,per_sq_ft,,,material=porcelain;size_in=8x48;finish_tile=matte;pei_rating=4;look=wood;rectified=yes;thickness_mm=9,
F017,Porcelain Tile,sq_ft,spec_matched,,Marble-look 12x24 polished,,per_sq_ft,material=porcelain;size_in=12x24;finish_tile=polished;pei_rating=3;look=marble;rectified=yes;thickness_mm=10,8696,,2026-09-10,seed_estimate,"record each retailer's own brand + actual specs; match the market position, not only the spec",y,FND-347360,DuraLux,3.69,per_sq_ft,,,material=porcelain;size_in=12x24;finish_tile=polished;pei_rating=3;look=marble;rectified=yes;thickness_mm=10,,y,HD-296368,LifeProof,109.00,per_case,29.75,,material=porcelain;size_in=12x24;finish_tile=polished;pei_rating=3;look=marble;rectified=yes;thickness_mm=10,,y,LW-765127,SMARTCORE,3.99,per_sq_ft,,,material=porcelain;size_in=12x24;finish_tile=polished;pei_rating=3;look=marble;rectified=yes;thickness_mm=10,,y,MND-747359,Dakota,4.09,per_sq_ft,,3.59,material=porcelain;size_in=12x24;finish_tile=polished;pei_rating=3;look=marble;rectified=yes;thickness_mm=10,,y,TSH-952383,Kismet,3.99,per_sq_ft,,,material=porcelain;size_in=12x24;finish_tile=polished;pei_rating=3;look=marble;rectified=yes;thickness_mm=10,
F018,Porcelain Tile,sq_ft,spec_matched,,Marble-look 24x48 large format,,per_sq_ft,material=porcelain;size_in=24x48;finish_tile=polished;pei_rating=3;look=marble;rectified=yes;thickness_mm=10,6556,,2026-09-10,seed_estimate,"record each retailer's own brand + actual specs; match the market position, not only the spec",y,FND-781533,DuraLux,2.19,per_sq_ft,,,material=porcelain;size_in=24x48;finish_tile=polished;pei_rating=3;look=marble;rectified=yes;thickness_mm=10,,n,,,,,,,,,y,LW-964678,SMARTCORE,2.29,per_sq_ft,,,material=porcelain;size_in=24x48;finish_tile=matte;pei_rating=3;look=marble;rectified=yes;thickness_mm=10,,n,,,,,,,,,y,TSH-662021,Rush River,2.59,per_sq_ft,,2.29,material=porcelain;size_in=24x48;finish_tile=polished;pei_rating=3;look=marble;rectified=yes;thickness_mm=10,
F019,Porcelain Tile,sq_ft,spec_matched,,Concrete-look 24x24 matte,,per_sq_ft,material=porcelain;size_in=24x24;finish_tile=matte;pei_rating=4;look=concrete;rectified=yes;thickness_mm=9,83717,,2026-09-10,seed_estimate,"record each retailer's own brand + actual specs; match the market position, not only the spec",y,FND-114550,DuraLux,1.69,per_sq_ft,,1.39,material=porcelain;size_in=24x24;finish_tile=matte;pei_rating=4;look=concrete;rectified=yes;thickness_mm=9,,y,HD-760657,LifeProof,1.69,per_sq_ft,,,material=porcelain;size_in=24x24;finish_tile=matte;pei_rating=4;look=concrete;rectified=yes;thickness_mm=9,,y,LW-352331,allen + roth,1.69,per_sq_ft,,,material=porcelain;size_in=24x24;finish_tile=matte;pei_rating=4;look=concrete;rectified=yes;thickness_mm=9,,y,MND-335828,Tuscany,26.98,per_box,16.14,23.98,material=porcelain;size_in=24x24;finish_tile=matte;pei_rating=4;look=concrete;rectified=yes;thickness_mm=9,,y,TSH-977947,Marmi,2.09,per_sq_ft,,,material=porcelain;size_in=24x24;finish_tile=polished;pei_rating=4;look=concrete;rectified=yes;thickness_mm=9,
F020,Porcelain Tile,sq_ft,spec_matched,,Concrete-look 12x24 matte,,per_sq_ft,material=porcelain;size_in=12x24;finish_tile=matte;pei_rating=4;look=concrete;rectified=no;thickness_mm=9,51461,,2026-09-10,seed_estimate,"record each retailer's own brand + actual specs; match the market position, not only the spec",y,FND-578252,AquaGuard,3.89,per_sq_ft,,3.49,material=porcelain;size_in=12x24;finish_tile=matte;pei_rating=4;look=concrete;rectified=no;thickness_mm=9,,y,HD-550117,LifeProof,4.29,per_sq_ft,,,material=porcelain;size_in=12x24;finish_tile=matte;pei_rating=4;look=concrete;rectified=no;thickness_mm=9,,y,LW-424999,allen + roth,3.69,per_sq_ft,,,material=porcelain;size_in=12x24;finish_tile=matte;pei_rating=4;look=concrete;rectified=no;thickness_mm=9,,n,,,,,,,,,y,TSH-722204,Rush River,4.79,per_sq_ft,,,material=porcelain;size_in=12x24;finish_tile=matte;pei_rating=4;look=concrete;rectified=no;thickness_mm=9,
F021,Porcelain Tile,sq_ft,spec_matched,,Opening price point 12x12,,per_sq_ft,material=porcelain;size_in=12x12;finish_tile=matte;pei_rating=3;look=stone;rectified=no;thickness_mm=8,88662,,2026-09-10,seed_estimate,"record each retailer's own brand + actual specs; match the market position, not only the spec",y,FND-556783,Salerno,1.39,per_sq_ft,,,material=porcelain;size_in=12x12;finish_tile=matte;pei_rating=3;look=stone;rectified=no;thickness_mm=8,,n,,,,,,,,,y,LW-524468,Style Selections,1.49,per_sq_ft,,,material=porcelain;size_in=12x12;finish_tile=matte;pei_rating=3;look=stone;rectified=no;thickness_mm=6,,y,MND-680865,Tuscany,25.98,per_box,17.37,,material=porcelain;size_in=12x12;finish_tile=matte;pei_rating=3;look=stone;rectified=no;thickness_mm=8,,y,TSH-113138,Kismet,1.39,per_sq_ft,,,material=porcelain;size_in=12x12;finish_tile=matte;pei_rating=3;look=stone;rectified=no;thickness_mm=8,
F022,Porcelain Tile,sq_ft,spec_matched,,2cm outdoor paver 24x24,,per_sq_ft,material=porcelain;size_in=24x24;finish_tile=textured;pei_rating=5;look=stone;rectified=yes;thickness_mm=20,57812,,2026-09-10,seed_estimate,"record each retailer's own brand + actual specs; match the market position, not only the spec",y,FND-390846,Salerno,1.89,per_sq_ft,,,material=porcelain;size_in=24x24;finish_tile=textured;pei_rating=5;look=stone;rectified=yes;thickness_mm=20,,y,HD-535332,TrafficMaster,53.98,per_case,24.60,,material=porcelain;size_in=24x24;finish_tile=textured;pei_rating=5;look=stone;rectified=yes;thickness_mm=20,,y,LW-745919,Style Selections,2.09,per_sq_ft,,,material=porcelain;size_in=24x24;finish_tile=textured;pei_rating=5;look=stone;rectified=yes;thickness_mm=20,,y,MND-290288,Tuscany,1.69,per_sq_ft,,,material=porcelain;size_in=24x24;finish_tile=textured;pei_rating=5;look=stone;rectified=yes;thickness_mm=20,,y,TSH-565380,Rush River,2.19,per_sq_ft,,,material=porcelain;size_in=24x24;finish_tile=textured;pei_rating=5;look=stone;rectified=yes;thickness_mm=20,
F023,Ceramic Tile,sq_ft,spec_matched,,Subway 3x6 glossy white,,per_sq_ft,material=ceramic;size_in=3x6;finish_tile=glossy;pei_rating=1;look=solid,58491,,2026-09-10,seed_estimate,"record each retailer's own brand + actual specs; match the market position, not only the spec",y,FND-601972,AquaGuard,1.89,per_sq_ft,,,material=ceramic;size_in=3x6;finish_tile=glossy;pei_rating=1;look=solid,,y,HD-512461,TrafficMaster,33.98,per_case,17.17,,material=ceramic;size_in=3x6;finish_tile=glossy;pei_rating=1;look=solid,,y,LW-652626,allen + roth,1.79,per_sq_ft,,,material=ceramic;size_in=3x6;finish_tile=polished;pei_rating=1;look=solid,,y,MND-169685,Tuscany,41.98,per_box,23.29,,material=ceramic;size_in=3x6;finish_tile=polished;pei_rating=1;look=solid,,y,TSH-433551,Kismet,1.89,per_sq_ft,,,material=ceramic;size_in=3x6;finish_tile=glossy;pei_rating=1;look=solid,
