candidate_id,category,basis,match_standard,brand,product,pack,record_uom,specs,annual_volume,same_product_confirmed,collected_on,data_source,notes,fnd_carried,fnd_sku,fnd_brand,fnd_price,fnd_uom,fnd_pack_coverage,fnd_promo_price,fnd_specs,fnd_url,hd_carried,hd_sku,hd_brand,hd_price,hd_uom,hd_pack_coverage,hd_promo_price,hd_specs,hd_url,lw_carried,lw_sku,lw_brand,lw_price,lw_uom,lw_pack_coverage,lw_promo_price,lw_specs,lw_url,mnd_carried,mnd_sku,mnd_brand,mnd_price,mnd_uom,mnd_pack_coverage,mnd_promo_price,mnd_specs,mnd_url,tsh_carried,tsh_sku,tsh_brand,tsh_price,tsh_uom,tsh_pack_coverage,tsh_promo_price,tsh_specs,tsh_url
C011,Grout & Caulk,lb,identical,Custom Building Products,Polyblend Plus Non-Sanded Grout,10 lb bag,per_bag,chemistry=unsanded;joint_width=0.125,56998,y,2026-09-10,seed_estimate,expected at all three - confirm carriage,y,FND-550031,,14.98,per_bag,10,,,,n,,,,,10,,,,y,LW-439731,,15.98,per_bag,10,,,,y,MND-490470,,14.98,per_bag,10,13.98,,,y,TSH-913579,,17.98,per_bag,10,,,
C012,Grout & Caulk,lb,identical,MAPEI,Keracolor S Sanded Grout,25 lb bag,per_bag,chemistry=sanded;joint_width=0.25,39642,y,2026-09-10,seed_estimate,expected at all three - confirm carriage,y,FND-388741,,30.98,per_bag,25,,,,y,HD-388374,,34.98,per_bag,25,,,,y,LW-661898,,33.98,per_bag,25,,,,y,MND-143423,,29.98,per_bag,25,,,,y,TSH-237165,,36.98,per_bag,25,,,
C013,Grout & Caulk,lb,identical,MAPEI,Keracolor U Unsanded Grout,10 lb bag,per_bag,chemistry=unsanded;joint_width=0.125,37553,y,2026-09-10,seed_estimate,expected at all three - confirm carriage,y,FND-139068,,14.98,per_bag,10,,,,y,HD-499130,,14.98,per_bag,10,,,,y,LW-974383,,14.98,per_bag,10,12.98,,,y,MND-774994,,14.98,per_bag,10,12.98,,,y,TSH-332830,,15.98,per_bag,10,,,
C014,Grout & Caulk,each,identical,MAPEI,Flexcolor CQ Ready-to-Use Grout,1 gal pail,per_each,chemistry=single component;stain_resistant=yes,34249,y,2026-09-10,seed_estimate,expected at all three - confirm carriage,y,FND-813408,,1.09,per_each,,,,,n,,,,,,,,,y,LW-136928,,1.19,per_each,,,,,y,MND-557130,,1.19,per_each,,,,,y,TSH-969120,,1.19,per_each,,,,
C015,Grout & Caulk,each,identical,Custom Building Products,Commercial 100% Silicone Sealant,10.1 oz tube,per_each,chemistry=silicone,10678,y,2026-09-10,seed_estimate,expected at all three - confirm carriage,y,FND-159293,,1.49,per_each,,,,,n,,,,,,,,,y,LW-652662,,1.49,per_each,,,,,y,MND-655264,,1.49,per_each,,,,,y,TSH-864524,,1.59,per_each,,,,
C016,Grout & Caulk,each,identical,Custom Building Products,Polyblend Sanded Ceramic Tile Caulk,10.5 oz tube,per_each,chemistry=sanded caulk,6362,y,2026-09-10,seed_estimate,expected at all three - confirm carriage,y,FND-976151,,1.59,per_each,,,,,y,HD-671059,,1.59,per_each,,,,,y,LW-597214,,1.49,per_each,,,,,y,MND-364008,,1.59,per_each,,,,,y,TSH-766009,,1.79,per_each,,,,
C017,Membrane & Backer,sq_ft,identical,Schluter,DITRA Uncoupling Membrane (DITRA5M),54 sq ft roll,per_roll_sqft,material=polyethylene;thickness_mm=3.2;function=uncoupling,13667,y,2026-09-10,seed_estimate,carriage verified at all three (Sept 2026 search),y,FND-577501,,129.00,per_roll_sqft,54,,,,y,HD-141553,,129.00,per_roll_sqft,54,,,,n,,,,,54,,,,y,MND-270829,,129.00,per_roll_sqft,54,,,,y,TSH-948502,,139.00,per_roll_sqft,54,,,
C018,Membrane & Backer,sq_ft,identical,Schluter,DITRA Uncoupling Membrane,150 sq ft roll,per_roll_sqft,material=polyethylene;thickness_mm=3.2;function=uncoupling,87418,y,2026-09-10,seed_estimate,carriage verified at all three (Sept 2026 search),y,FND-213155,,409.00,per_roll_sqft,150,369.00,,,y,HD-591242,,439.00,per_roll_sqft,150,,,,y,LW-257678,,409.00,per_roll_sqft,150,,,,y,MND-343412,,409.00,per_roll_sqft,150,,,,y,TSH-994301,,479.00,per_roll_sqft,150,,,
C019,Membrane & Backer,sq_ft,identical,Schluter,DITRA-XL Uncoupling Membrane,175 sq ft roll,per_roll_sqft,material=polyethylene;thickness_mm=7;function=uncoupling,27119,y,2026-09-10,seed_estimate,carriage verified at all three (Sept 2026 search),y,FND-705991,,419.00,per_roll_sqft,175,,,,y,HD-675324,,459.00,per_roll_sqft,175,,,,y,LW-973603,,409.00,per_roll_sqft,175,359.00,,,y,MND-776427,,399.00,per_roll_sqft,175,339.00,,,y,TSH-771171,,479.00,per_roll_sqft,175,,,
C020,Membrane & Backer,sq_ft,identical,Schluter,KERDI 200 Waterproofing Membrane,108 sq ft roll,per_roll_sqft,material=polyethylene;function=waterproofing,11080,y,2026-09-10,seed_estimate,expected at all three - confirm carriage,y,FND-787339,,239.00,per_roll_sqft,108,,,,y,HD-683470,,269.00,per_roll_sqft,108,,,,y,LW-148858,,259.00,per_roll_sqft,108,,,,y,MND-417477,,229.00,per_roll_sqft,108,,,,y,TSH-247500,,269.00,per_roll_sqft,108,,,
C021,Membrane & Backer,each,identical,Schluter,KERDI-BOARD Building Panel 1/2 in,32 in x 48 in,per_each,material=xps;thickness_in=0.5,25857,y,2026-09-10,seed_estimate,expected at all three - confirm carriage,y,FND-409513,,2.79,per_each,,2.49,,,y,HD-752432,,2.89,per_each,,,,,y,LW-573161,,2.99,per_each,,,,,y,MND-280565,,2.89,per_each,,,,,y,TSH-975298,,3.09,per_each,,,,
C022,Membrane & Backer,each,identical,USG,Durock Brand Cement Board 1/2 in,3 ft x 5 ft,per_each,material=cement board;thickness_in=0.5,29281,y,2026-09-10,seed_estimate,expected at all three - confirm carriage,y,FND-690116,,2.29,per_each,,,,,y,HD-507380,,2.49,per_each,,,,,y,LW-584908,,2.39,per_each,,,,,y,MND-231327,,2.19,per_each,,,,,y,TSH-413603,,2.59,per_each,,,,
C023,Membrane & Backer,each,identical,James Hardie,HardieBacker Cement Board 1/4 in,3 ft x 5 ft,per_each,material=cement board;thickness_in=0.25,21845,y,2026-09-10,seed_estimate,expected at all three - confirm carriage,y,FND-858972,,2.19,per_each,,,,,y,HD-729296,,2.19,per_each,,,,,n,,,,,,,,,y,MND-384712,,2.19,per_each,,,,,y,TSH-234795,,2.39,per_each,,,,
C024,Membrane & Backer,sq_ft,identical,Schluter,DITRA-HEAT Membrane,134 sq ft roll,per_roll_sqft,material=polyethylene;function=heat,82639,y,2026-09-10,seed_estimate,expected at all three - confirm carriage,y,FND-829038,,349.00,per_roll_sqft,134,299.00,,,y,HD-392559,,359.00,per_roll_sqft,134,,,,y,LW-229823,,359.00,per_roll_sqft,134,,,,y,MND-248320,,359.00,per_roll_sqft,134,,,,y,TSH-415857,,389.00,per_roll_sqft,134,,,
C025,Tile Trim & Edging,lin_ft,identical,Schluter,JOLLY Anodized Aluminum Edge 3/8 in,8 ft 2 in,per_piece,profile=square edge;material_trim=anodized aluminum;height_mm=10,39027,y,2026-09-10,seed_estimate,expected at all three - confirm carriage,y,FND-260200,,42.98,per_piece,8.17,,,,y,HD-980913,,43.98,per_piece,8.17,,,,y,LW-819064,,43.98,per_piece,8.17,,,,y,MND-739398,,41.98,per_piece,8.17,,,,y,TSH-435810,,46.98,per_piece,8.17,,,
C026,Tile Trim & Edging,lin_ft,identical,Schluter,RONDEC Anodized Aluminum Edge 3/8 in,8 ft 2 in,per_piece,profile=round edge;material_trim=anodized aluminum;height_mm=10,83614,y,2026-09-10,seed_estimate,expected at all three - confirm carriage,y,FND-359490,,79.98,per_piece,8.17,,,,y,HD-590988,,80.98,per_piece,8.17,,,,y,LW-403766,,81.98,per_piece,8.17,,,,y,MND-521942,,76.98,per_piece,8.17,,,,y,TSH-639692,,90.98,per_piece,8.17,,,
C027,Tile Trim & Edging,lin_ft,identical,Schluter,SCHIENE Aluminum Edge 3/8 in,8 ft 2 in,per_piece,profile=square edge;material_trim=aluminum;height_mm=10,51088,y,2026-09-10,seed_estimate,expected at all three - confirm carriage,y,FND-737125,,98.98,per_piece,8.17,,,,y,HD-297487,,97.98,per_piece,8.17,,,,y,LW-252659,,99.00,per_piece,8.17,82.98,,,n,,,,,8.17,,,,y,TSH-438137,,99.00,per_piece,8.17,,,
C028,Tile Trim & Edging,lin_ft,identical,Schluter,RENO-U Aluminum Reducer 3/8 in,8 ft 2 in,per_piece,profile=reducer;material_trim=anodized aluminum;height_mm=10,43843,y,2026-09-10,seed_estimate,expected at all three - confirm carriage,y,FND-243422,,61.98,per_piece,8.17,,,,y,HD-548716,,63.98,per_piece,8.17,,,,y,LW-892970,,67.98,per_piece,8.17,,,,y,MND-472088,,60.98,per_piece,8.17,,,,y,TSH-457977,,70.98,per_piece,8.17,,,
C029,Tile Trim & Edging,lin_ft,identical,Schluter,DILEX-KSA Movement Joint,8 ft 2 in,per_piece,profile=movement joint;material_trim=stainless steel,65726,y,2026-09-10,seed_estimate,expected at all three - confirm carriage,y,FND-583683,,94.98,per_piece,8.17,85.98,,,y,HD-800149,,97.98,per_piece,8.17,,,,y,LW-854630,,94.98,per_piece,8.17,,,,y,MND-628330,,97.98,per_piece,8.17,,,,y,TSH-629075,,109.00,per_piece,8.17,,,
C030,Tile Trim & Edging,lin_ft,identical,Schluter,TREP-SE Stair Nosing,4 ft 11 in,per_piece,profile=stair nose;material_trim=aluminum,44080,y,2026-09-10,seed_estimate,expected at all three - confirm carriage,y,FND-315171,,50.98,per_piece,4.92,,,,y,HD-238639,,52.98,per_piece,4.92,,,,y,LW-949325,,50.98,per_piece,4.92,46.98,,,y,MND-247918,,53.98,per_piece,4.92,,,,y,TSH-450824,,56.98,per_piece,4.92,,,
C031,Underlayment,sq_ft,identical,Roberts,Super Felt Cushion Underlayment,100 sq ft roll,per_roll_sqft,material=felt;thickness_mm=3;moisture_barrier=no,7401,y,2026-09-10,seed_estimate,expected at all three - confirm carriage,y,FND-616279,,62.98,per_roll_sqft,100,,,,y,HD-431916,,66.98,per_roll_sqft,100,57.98,,,n,,,,,100,,,,n,,,,,100,,,,n,,,,,100,,,
C032,Underlayment,sq_ft,identical,Roberts,Serenity Foam Underlayment,100 sq ft roll,per_roll_sqft,material=foam;thickness_mm=2;moisture_barrier=yes,58048,y,2026-09-10,seed_estimate,expected at all three - confirm carriage,y,FND-633576,,56.98,per_roll_sqft,100,50.98,,,y,HD-903205,,62.98,per_roll_sqft,100,,,,y,LW-793416,,59.98,per_roll_sqft,100,,,,n,,,,,100,,,,n,,,,,100,,,
C033,Underlayment,sq_ft,identical,MP Global,QuietWalk Underlayment,100 sq ft roll,per_roll_sqft,material=felt;thickness_mm=3;moisture_barrier=yes,77115,y,2026-09-10,seed_estimate,expected at all three - confirm carriage,y,FND-383176,,58.98,per_roll_sqft,100,,,,y,HD-439995,,64.98,per_roll_sqft,100,,,,y,LW-821741,,63.98,per_roll_sqft,100,55.98,,,y,MND-599869,,60.98,per_roll_sqft,100,,,,n,,,,,100,,,
C034,Underlayment,sq_ft,identical,Roberts,First Step Underlayment,630 sq ft roll,per_roll_sqft,material=foam;thickness_mm=2;moisture_barrier=yes,43349,y,2026-09-10,seed_estimate,expected at all three - confirm carriage,y,FND-607891,,329.00,per_roll_sqft,630,,,,y,HD-846380,,359.00,per_roll_sqft,630,309.00,,,y,LW-114953,,349.00,per_roll_sqft,630,,,,y,MND-565912,,319.00,per_roll_sqft,630,279.00,,,n,,,,,630,,,
C035,Installation Tools,each,identical,QEP,LASH Tile Leveling System Clips (100 ct),100 count,per_each,tool_type=leveling clips;power=manual,33809,y,2026-09-10,seed_estimate,expected at all three - confirm carriage,y,FND-801998,,69.98,per_each,,,,,y,HD-256049,,69.98,per_each,,,,,y,LW-301114,,75.98,per_each,,,,,y,MND-492725,,66.98,per_each,,,,,y,TSH-722599,,74.98,per_each,,60.98,,
C036,Installation Tools,each,identical,QEP,LASH Tile Leveling Wedges (48 ct),48 count,per_each,tool_type=leveling wedges;power=manual,74098,y,2026-09-10,seed_estimate,expected at all three - confirm carriage,y,FND-545869,,129.00,per_each,,,,,y,HD-457651,,139.00,per_each,,,,,n,,,,,,,,,y,MND-800739,,129.00,per_each,,,,,n,,,,,,,,
C037,Installation Tools,each,identical,QEP,7 in Wet Tile Saw,each,per_each,tool_type=wet saw;power=electric;capacity=7,29992,y,2026-09-10,seed_estimate,expected at all three - confirm carriage,y,FND-484350,,21.98,per_each,,,,,y,HD-177469,,21.98,per_each,,17.98,,,y,LW-119288,,22.98,per_each,,,,,n,,,,,,,,,y,TSH-243824,,23.98,per_each,,,,
C038,Installation Tools,each,identical,QEP,24 in Ceramic Tile Cutter,each,per_each,tool_type=snap cutter;power=manual;capacity=24,8668,y,2026-09-10,seed_estimate,expected at all three - confirm carriage,y,FND-673360,,15.98,per_each,,13.98,,,n,,,,,,,,,y,LW-928519,,15.98,per_each,,,,,n,,,,,,,,,y,TSH-321411,,17.98,per_each,,,,
C039,Installation Tools,each,identical,Rubi,TX-700 Tile Cutter,each,per_each,tool_type=snap cutter;power=manual;capacity=28,56550,y,2026-09-10,seed_estimate,expected at all three - confirm carriage,y,FND-654106,,78.98,per_each,,68.98,,,y,HD-253501,,84.98,per_each,,,,,y,LW-248794,,87.98,per_each,,,,,n,,,,,,,,,y,TSH-519938,,92.98,per_each,,,,
C040,Installation Tools,each,identical,QEP,1/4 in x 3/8 in Square-Notch Trowel,each,per_each,tool_type=notched trowel;power=manual;material=steel,39412,y,2026-09-10,seed_estimate,expected at all three - confirm carriage,y,FND-653291,,55.98,per_each,,,,,y,HD-548077,,61.98,per_each,,,,,y,LW-362549,,55.98,per_each,,,,,y,MND-206538,,52.98,per_each,,42.98,,,y,TSH-348154,,65.98,per_each,,,,
C041,Installation Tools,each,identical,QEP,Gum Rubber Grout Float,each,per_each,tool_type=grout float;power=manual,66712,y,2026-09-10,seed_estimate,expected at all three - confirm carriage,y,FND-273829,,159.00,per_each,,129.00,,,y,HD-395037,,169.00,per_each,,,,,n,,,,,,,,,y,MND-864220,,159.00,per_each,,,,,y,TSH-574793,,169.00,per_each,,,,
C042,Installation Tools,each,identical,QEP,Professional Knee Pads,pair,per_each,tool_type=knee pads;power=manual,44094,y,2026-09-10,seed_estimate,expected at all three - confirm carriage,y,FND-349283,,139.00,per_each,,,,,y,HD-784873,,149.00,per_each,,,,,y,LW-349071,,149.00,per_each,,129.00,,,y,MND-766516,,129.00,per_each,,,,,y,TSH-899350,,149.00,per_each,,,,
C043,Installation Tools,each,identical,Marshalltown,Margin Trowel 5 in x 2 in,each,per_each,tool_type=margin trowel;power=manual;material=steel,4728,y,2026-09-10,seed_estimate,expected at all three - confirm carriage,y,FND-825493,,109.00,per_each,,92.98,,,y,HD-545378,,119.00,per_each,,,,,y,LW-102103,,109.00,per_each,,,,,n,,,,,,,,,y,TSH-667817,,119.00,per_each,,,,
C044,Sealers & Care,each,identical,Custom Building Products,Aqua Mix Sealer's Choice Gold,1 qt,per_each,chemistry=impregnating sealer,21995,y,2026-09-10,seed_estimate,expected at all three - confirm carriage,y,FND-581682,,20.98,per_each,,19.98,,,y,HD-388927,,21.98,per_each,,,,,n,,,,,,,,,y,MND-163143,,20.98,per_each,,,,,n,,,,,,,,
C045,Sealers & Care,each,identical,Custom Building Products,Aqua Mix Grout Colorant,8 oz,per_each,chemistry=colorant,83326,y,2026-09-10,seed_estimate,expected at all three - confirm carriage,y,FND-140420,,24.98,per_each,,,,,y,HD-968415,,26.98,per_each,,,,,y,LW-574163,,24.98,per_each,,,,,y,MND-271961,,24.98,per_each,,,,,n,,,,,,,,
C046,Sealers & Care,each,identical,Miracle Sealants,511 Impregnator Sealer,1 qt,per_each,chemistry=impregnating sealer,27278,y,2026-09-10,seed_estimate,expected at all three - confirm carriage,y,FND-880664,,15.98,per_each,,,,,n,,,,,,,,,n,,,,,,,,,y,MND-243169,,15.98,per_each,,,,,n,,,,,,,,
C047,Sealers & Care,each,identical,Bona,Hardwood Floor Cleaner,32 oz spray,per_each,chemistry=cleaner;surface=hardwood,13057,y,2026-09-10,seed_estimate,expected at all three - confirm carriage,y,FND-443259,,25.98,per_each,,,,,y,HD-934881,,25.98,per_each,,,,,y,LW-982763,,28.98,per_each,,,,,y,MND-926744,,26.98,per_each,,,,,n,,,,,,,,
C048,Sealers & Care,each,identical,Bona,Hardwood Floor Cleaner Refill,128 oz,per_each,chemistry=cleaner;surface=hardwood,37386,y,2026-09-10,seed_estimate,expected at all three - confirm carriage,y,FND-540807,,28.98,per_each,,,,,y,HD-820879,,28.98,per_each,,,,,y,LW-682293,,27.98,per_each,,,,,y,MND-199197,,27.98,per_each,,25.98,,,n,,,,,,,,
C049,Sealers & Care,each,identical,DAP,Alex Plus Acrylic Latex Caulk Plus Silicone,10.1 oz tube,per_each,chemistry=acrylic latex caulk,6722,y,2026-09-10,seed_estimate,expected at all three - confirm carriage,y,FND-151709,,23.98,per_each,,19.98,,,n,,,,,,,,,y,LW-829433,,23.98,per_each,,,,,y,MND-601060,,24.98,per_each,,,,,n,,,,,,,,
C050,Sealers & Care,each,identical,Zinsser,Bulls Eye 1-2-3 Primer,1 gal,per_each,chemistry=primer,40585,y,2026-09-10,seed_estimate,expected at all three - confirm carriage,y,FND-265621,,31.98,per_each,,,,,n,,,,,,,,,y,LW-960396,,31.98,per_each,,,,,y,MND-187453,,30.98,per_each,,,,,n,,,,,,,,
C051,Trim & Moulding,lin_ft,identical,M-D Building Products,Aluminum Carpet Trim / Transition,36 in,per_piece,profile=threshold;material_trim=aluminum,68080,y,2026-09-10,seed_estimate,expected at all three - confirm carriage,y,FND-488881,,7.49,per_piece,3,,,,y,HD-917921,,7.59,per_piece,3,,,,y,LW-788240,,7.79,per_piece,3,,,,y,MND-868873,,7.09,per_piece,3,,,,n,,,,,3,,,
C052,Trim & Moulding,lin_ft,identical,M-D Building Products,Vinyl Reducer Transition,36 in,per_piece,profile=reducer;material_trim=vinyl,23666,y,2026-09-10,seed_estimate,expected at all three - confirm carriage,y,FND-556421,,5.19,per_piece,3,,,,y,HD-677377,,5.39,per_piece,3,4.59,,,y,LW-984046,,5.19,per_piece,3,,,,y,MND-834058,,5.49,per_piece,3,,,,n,,,,,3,,,
C053,Trim & Moulding,lin_ft,identical,TrafficMaster,Seam Binder Transition,36 in,per_piece,profile=seam binder;material_trim=aluminum,85180,y,2026-09-10,seed_estimate,HD-exclusive brand - likely to fail carriage; kept as a control,y,FND-787740,,6.89,per_piece,3,6.19,,,n,,,,,3,,,,y,LW-233762,,7.39,per_piece,3,,,,y,MND-548189,,6.79,per_piece,3,,,,n,,,,,3,,,
