candidate_id,category,basis,match_standard,brand,product,pack,record_uom,specs,annual_volume,same_product_confirmed,collected_on,data_source,notes,fnd_carried,fnd_sku,fnd_brand,fnd_price,fnd_uom,fnd_pack_coverage,fnd_promo_price,fnd_specs,fnd_url,hd_carried,hd_sku,hd_brand,hd_price,hd_uom,hd_pack_coverage,hd_promo_price,hd_specs,hd_url,lw_carried,lw_sku,lw_brand,lw_price,lw_uom,lw_pack_coverage,lw_promo_price,lw_specs,lw_url,mnd_carried,mnd_sku,mnd_brand,mnd_price,mnd_uom,mnd_pack_coverage,mnd_promo_price,mnd_specs,mnd_url,tsh_carried,tsh_sku,tsh_brand,tsh_price,tsh_uom,tsh_pack_coverage,tsh_promo_price,tsh_specs,tsh_url
F011,Luxury Vinyl Plank,sq_ft,spec_matched,,"Rigid core, cork back",,per_sq_ft,core=SPC;wear_layer_mil=20;thickness_mm=7.0;width_in=7;length_in=48;attached_pad=cork;install=click;waterproof=yes;look=oak,,,,,"record each retailer's own brand + actual specs; match the market position, not only the spec",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F012,Luxury Vinyl Plank,sq_ft,spec_matched,,Rigid core tile format,,per_sq_ft,core=SPC;wear_layer_mil=20;thickness_mm=5.0;width_in=12;length_in=24;install=click;waterproof=yes;look=stone,,,,,"record each retailer's own brand + actual specs; match the market position, not only the spec",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F013,Luxury Vinyl Plank,sq_ft,spec_matched,,Entry waterproof wood look,,per_sq_ft,core=SPC;wear_layer_mil=12;thickness_mm=5.0;width_in=7;length_in=48;attached_pad=no;install=click;waterproof=yes;look=hickory,,,,,"record each retailer's own brand + actual specs; match the market position, not only the spec",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F014,Luxury Vinyl Plank,sq_ft,spec_matched,,Long-plank premium,,per_sq_ft,core=SPC;wear_layer_mil=22;thickness_mm=6.5;width_in=7.2;length_in=72;attached_pad=yes;install=click;waterproof=yes;look=oak,,,,,"record each retailer's own brand + actual specs; match the market position, not only the spec",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F015,Porcelain Tile,sq_ft,spec_matched,,Wood-look plank 6x36,,per_sq_ft,material=porcelain;size_in=6x36;finish_tile=matte;pei_rating=4;look=wood;rectified=no;thickness_mm=9,,,,,"record each retailer's own brand + actual specs; match the market position, not only the spec",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F016,Porcelain Tile,sq_ft,spec_matched,,Wood-look plank 8x48 rectified,,per_sq_ft,material=porcelain;size_in=8x48;finish_tile=matte;pei_rating=4;look=wood;rectified=yes;thickness_mm=9,,,,,"record each retailer's own brand + actual specs; match the market position, not only the spec",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F017,Porcelain Tile,sq_ft,spec_matched,,Marble-look 12x24 polished,,per_sq_ft,material=porcelain;size_in=12x24;finish_tile=polished;pei_rating=3;look=marble;rectified=yes;thickness_mm=10,,,,,"record each retailer's own brand + actual specs; match the market position, not only the spec",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F018,Porcelain Tile,sq_ft,spec_matched,,Marble-look 24x48 large format,,per_sq_ft,material=porcelain;size_in=24x48;finish_tile=polished;pei_rating=3;look=marble;rectified=yes;thickness_mm=10,,,,,"record each retailer's own brand + actual specs; match the market position, not only the spec",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F019,Porcelain Tile,sq_ft,spec_matched,,Concrete-look 24x24 matte,,per_sq_ft,material=porcelain;size_in=24x24;finish_tile=matte;pei_rating=4;look=concrete;rectified=yes;thickness_mm=9,,,,,"record each retailer's own brand + actual specs; match the market position, not only the spec",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F020,Porcelain Tile,sq_ft,spec_matched,,Concrete-look 12x24 matte,,per_sq_ft,material=porcelain;size_in=12x24;finish_tile=matte;pei_rating=4;look=concrete;rectified=no;thickness_mm=9,,,,,"record each retailer's own brand + actual specs; match the market position, not only the spec",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F021,Porcelain Tile,sq_ft,spec_matched,,Opening price point 12x12,,per_sq_ft,material=porcelain;size_in=12x12;finish_tile=matte;pei_rating=3;look=stone;rectified=no;thickness_mm=8,,,,,"record each retailer's own brand + actual specs; match the market position, not only the spec",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F022,Porcelain Tile,sq_ft,spec_matched,,2cm outdoor paver 24x24,,per_sq_ft,material=porcelain;size_in=24x24;finish_tile=textured;pei_rating=5;look=stone;rectified=yes;thickness_mm=20,,,,,"record each retailer's own brand + actual specs; match the market position, not only the spec",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F023,Ceramic Tile,sq_ft,spec_matched,,Subway 3x6 glossy white,,per_sq_ft,material=ceramic;size_in=3x6;finish_tile=glossy;pei_rating=1;look=solid,,,,,"record each retailer's own brand + actual specs; match the market position, not only the spec",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F024,Ceramic Tile,sq_ft,spec_matched,,Subway 4x12 glossy,,per_sq_ft,material=ceramic;size_in=4x12;finish_tile=glossy;pei_rating=1;look=solid,,,,,"record each retailer's own brand + actual specs; match the market position, not only the spec",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F025,Ceramic Tile,sq_ft,spec_matched,,Floor tile 12x12,,per_sq_ft,material=ceramic;size_in=12x12;finish_tile=matte;pei_rating=3;look=stone,,,,,"record each retailer's own brand + actual specs; match the market position, not only the spec",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F026,Ceramic Tile,sq_ft,spec_matched,,Wall tile 4x16 matte,,per_sq_ft,material=ceramic;size_in=4x16;finish_tile=matte;pei_rating=1;look=solid,,,,,"record each retailer's own brand + actual specs; match the market position, not only the spec",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F027,Mosaic & Decorative Tile,sq_ft,spec_matched,,Porcelain hex mosaic 2in,,per_sq_ft,material=porcelain;pattern=hexagon;chip_size=2x2;finish_tile=matte;size_in=12x12,,,,,"record each retailer's own brand + actual specs; match the market position, not only the spec",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F028,Mosaic & Decorative Tile,sq_ft,spec_matched,,Glass subway mosaic sheet,,per_sq_ft,material=glass;pattern=subway;chip_size=1x3;finish_tile=polished;size_in=12x12,,,,,"record each retailer's own brand + actual specs; match the market position, not only the spec",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F029,Natural Stone Tile,sq_ft,spec_matched,,Marble 12x24 honed,,per_sq_ft,material=marble;size_in=12x24;finish_tile=honed;stone_grade=standard;thickness_mm=10,,,,,"record each retailer's own brand + actual specs; match the market position, not only the spec",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F030,Natural Stone Tile,sq_ft,spec_matched,,Travertine 18x18 tumbled,,per_sq_ft,material=travertine;size_in=18x18;finish_tile=tumbled;stone_grade=standard;thickness_mm=12,,,,,"record each retailer's own brand + actual specs; match the market position, not only the spec",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F031,Engineered Hardwood,sq_ft,spec_matched,,"White oak 7.5in, 3mm veneer",,per_sq_ft,species=white oak;veneer_mm=3.0;thickness_mm=15.0;width_in=7.5;finish=wire brushed;install=click,,,,,"record each retailer's own brand + actual specs; match the market position, not only the spec",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F032,Engineered Hardwood,sq_ft,spec_matched,,"White oak 6.5in, 2mm veneer",,per_sq_ft,species=white oak;veneer_mm=2.0;thickness_mm=12.7;width_in=6.5;finish=wire brushed;install=click,,,,,"record each retailer's own brand + actual specs; match the market position, not only the spec",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F033,Engineered Hardwood,sq_ft,spec_matched,,"White oak 5in, entry veneer",,per_sq_ft,species=white oak;veneer_mm=0.6;thickness_mm=9.5;width_in=5;finish=smooth;install=click,,,,,"record each retailer's own brand + actual specs; match the market position, not only the spec",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F034,Engineered Hardwood,sq_ft,spec_matched,,"Hickory 6.5in, 3mm veneer",,per_sq_ft,species=hickory;veneer_mm=3.0;thickness_mm=12.7;width_in=6.5;finish=hand scraped;install=glue,,,,,"record each retailer's own brand + actual specs; match the market position, not only the spec",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F035,Engineered Hardwood,sq_ft,spec_matched,,"Maple 5in, 2mm veneer",,per_sq_ft,species=maple;veneer_mm=2.0;thickness_mm=12.7;width_in=5;finish=smooth;install=nail,,,,,"record each retailer's own brand + actual specs; match the market position, not only the spec",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F036,Solid Hardwood,sq_ft,spec_matched,,Red oak 2.25in select,,per_sq_ft,species=red oak;thickness_in=0.75;width_in=2.25;finish=smooth;grade=select,,,,,"record each retailer's own brand + actual specs; match the market position, not only the spec",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F037,Solid Hardwood,sq_ft,spec_matched,,Red oak 3.25in select,,per_sq_ft,species=red oak;thickness_in=0.75;width_in=3.25;finish=smooth;grade=select,,,,,"record each retailer's own brand + actual specs; match the market position, not only the spec",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F038,Solid Hardwood,sq_ft,spec_matched,,White oak 5in character,,per_sq_ft,species=white oak;thickness_in=0.75;width_in=5;finish=smooth;grade=character,,,,,"record each retailer's own brand + actual specs; match the market position, not only the spec",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F039,Solid Hardwood,sq_ft,spec_matched,,Hickory 5in hand scraped,,per_sq_ft,species=hickory;thickness_in=0.75;width_in=5;finish=hand scraped;grade=character,,,,,"record each retailer's own brand + actual specs; match the market position, not only the spec",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F040,Solid Hardwood,sq_ft,spec_matched,,Maple 3.25in select,,per_sq_ft,species=maple;thickness_in=0.75;width_in=3.25;finish=smooth;grade=select,,,,,"record each retailer's own brand + actual specs; match the market position, not only the spec",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F041,Solid Hardwood,sq_ft,identical,Bruce,Solid oak 2.25in - match the model code exactly,,per_sq_ft,species=red oak;thickness_in=0.75;width_in=2.25;finish=smooth;grade=select,,,,,identical only if the model code matches; else switch to spec_matched,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F042,Engineered Hardwood,sq_ft,identical,Bruce,Engineered oak - match the model code exactly,,per_sq_ft,species=red oak;veneer_mm=2.0;thickness_mm=12.7;width_in=5;finish=smooth;install=click,,,,,identical only if the model code matches; else switch to spec_matched,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F043,Luxury Vinyl Plank,sq_ft,identical,Pergo,Pergo rigid core - collections differ by banner,,per_sq_ft,core=SPC;wear_layer_mil=20;thickness_mm=6.0;width_in=7;install=click;waterproof=yes,,,,,identical only if the model code matches; else switch to spec_matched,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F044,Luxury Vinyl Plank,sq_ft,identical,COREtec,COREtec plank - check the collection name,,per_sq_ft,core=WPC;wear_layer_mil=20;thickness_mm=8.0;width_in=7;install=click;waterproof=yes,,,,,identical only if the model code matches; else switch to spec_matched,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F045,Porcelain Tile,sq_ft,identical,MSI,MSI porcelain - collections vary by banner,,per_sq_ft,material=porcelain;size_in=12x24;finish_tile=matte;pei_rating=4;look=concrete,,,,,identical only if the model code matches; else switch to spec_matched,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F046,Ceramic Tile,sq_ft,identical,Marazzi,Marazzi ceramic - check the series name,,per_sq_ft,material=ceramic;size_in=4x12;finish_tile=glossy;pei_rating=1;look=solid,,,,,identical only if the model code matches; else switch to spec_matched,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
